database_inspire,retention_target,mechanism,strength,method,evaluation_target_inspire,metric_inspire,n_replicates_inspire,mean_inspire,sd_inspire,q025_inspire,q975_inspire,truth_inspire,bias_inspire,rmse_inspire,database_mimic,evaluation_target_mimic,metric_mimic,n_replicates_mimic,mean_mimic,sd_mimic,q025_mimic,q975_mimic,truth_mimic,bias_mimic,rmse_mimic
INSPIRE,0.35,MCAR,weak,naive,reconstructed,oe,300,1.8560065731033448,0.2191739286559666,1.4465519061060883,2.2899525385948625,1.7981835040786758,0.057823069024669,0.2263196727579099,MIMIC,reconstructed,oe,300,0.8829765898924536,0.033339672811147,0.8166765749868037,0.9446990351132056,1.014641724383521,-0.1316651344910674,0.1358069818201357
INSPIRE,0.35,MCAR,weak,recalibration_intercept_slope_truth,full,oe,300,0.9999816152250676,0.1238848924280255,0.7764835205690979,1.2610527616367646,1.0,-1.8384774932322934e-05,0.1236782466240408,MIMIC,full,oe,300,1.1413285003241065,0.0433502100306841,1.062299196122307,1.2287459082347825,1.0,0.1413285003241065,0.1478063651466553
INSPIRE,0.35,MCAR,weak,recalibration_intercept_truth,full,oe,300,0.9766828810528216,0.1188746519208697,0.7817840467751485,1.2462880435697403,1.0,-0.0233171189471783,0.1209453056650281,MIMIC,full,oe,300,1.1522287750844966,0.04448932124807,1.0743636165429045,1.2433803442989164,1.0,0.1522287750844966,0.1585758556753091
INSPIRE,0.35,MCAR,weak,reference_10pct_recalibration,full_heldout,oe,300,1.066561897241791,0.3253220177666638,0.616305075323588,1.864160653165921,1.0,0.0665618972417909,0.3315299685157503,MIMIC,full_heldout,oe,300,1.021244869259925,0.1163587151110384,0.8199864682275109,1.2814459045158857,1.0,0.0212448692599249,0.1180913370385629
INSPIRE,0.35,history_MAR,strong,AIPW_design_probability,reconstructed,oe,300,1.2976351092242744,0.1708190149889849,0.980037571449917,1.6076564172552603,1.7981835040786758,-0.5005483948544014,0.5288010662686414,MIMIC,reconstructed,oe,300,0.691141151305348,0.0400146105309902,0.608333886191366,0.765410679260387,1.014641724383521,-0.323500573078173,0.3259577466600031
INSPIRE,0.35,history_MAR,strong,IPAW_design_probability_truncated99,reconstructed,oe,300,1.300210447359059,0.1734081845808864,0.983041262245074,1.6304071938097893,1.7981835040786758,-0.4979730567196168,0.5272071026045826,MIMIC,reconstructed,oe,300,0.7027311325270286,0.0345106442357585,0.6405869235165829,0.7726238205683649,1.014641724383521,-0.3119105918564925,0.3138076352310163
INSPIRE,0.35,history_MAR,strong,IPAW_design_probability_untruncated,reconstructed,oe,300,1.2961094254594097,0.1728383221951565,0.9810019023251176,1.6263545245565778,1.7981835040786758,-0.5020740786192661,0.5308972490873893,MIMIC,reconstructed,oe,300,0.6998611310476378,0.0343828127376461,0.6378427584024932,0.7692277364132998,1.014641724383521,-0.3147805933358832,0.316646584001686
INSPIRE,0.35,history_MAR,strong,naive,reconstructed,oe,300,2.631658356329146,0.2429091306748347,2.1427372690523465,3.0950343243184166,1.7981835040786758,0.8334748522504702,0.8680371491358705,MIMIC,reconstructed,oe,300,1.0897126997717903,0.0408080166613322,1.0164872917155845,1.1721237096747976,1.014641724383521,0.0750709753882692,0.0854130820707905
INSPIRE,0.35,history_MAR,strong,recalibration_intercept_slope_truth,full,oe,300,0.6971982651139295,0.0688948508199042,0.5748984048525918,0.8476979409568864,1.0,-0.3028017348860705,0.310515006805274,MIMIC,full,oe,300,0.9211118781035768,0.0347336471617595,0.8558827221958181,0.9858388022068164,1.0,-0.0788881218964231,0.086172736991959
INSPIRE,0.35,history_MAR,strong,recalibration_intercept_truth,full,oe,300,0.6794884412630026,0.0646264624749446,0.5717208855807026,0.8339877113569377,1.0,-0.3205115587369974,0.3269408463374862,MIMIC,full,oe,300,0.931458406293962,0.0355348667402047,0.8653610742053918,0.9958085647769894,1.0,-0.0685415937060378,0.0771781558008925
INSPIRE,0.35,history_MAR,strong,reference_10pct_recalibration,full_heldout,oe,300,1.046353332829463,0.3324157746904079,0.6308941491512843,1.7631307396846638,1.0,0.0463533328294629,0.3350828920877334,MIMIC,full_heldout,oe,300,1.004783221845725,0.1237674187991003,0.811304848402379,1.2727808506826463,1.0,0.0047832218457251,0.1236535156026575
INSPIRE,0.35,history_MAR,weak,AIPW_design_probability,reconstructed,oe,300,1.3412250384420914,0.189593303797089,1.0009623305722493,1.7721212195607867,1.7981835040786758,-0.4569584656365844,0.4946077652296693,MIMIC,reconstructed,oe,300,0.7255687100615628,0.031987413563159,0.6574309396749368,0.7878724005906877,1.014641724383521,-0.2890730143219583,0.2908315519108764
INSPIRE,0.35,history_MAR,weak,IPAW_design_probability_truncated99,reconstructed,oe,300,1.341935470480504,0.1874869227967084,1.0016089108865651,1.771263562883266,1.7981835040786758,-0.4562480335981718,0.4931495140704402,MIMIC,reconstructed,oe,300,0.7306770996714576,0.0298536324578098,0.6685835400145143,0.7865074060270751,1.014641724383521,-0.2839646247120635,0.2855243889072982
INSPIRE,0.35,history_MAR,weak,IPAW_design_probability_untruncated,reconstructed,oe,300,1.3406450622212565,0.1873291500831661,1.000722879519684,1.7697739312801215,1.7981835040786758,-0.4575384418574193,0.4942839894365319,MIMIC,reconstructed,oe,300,0.7290947900144814,0.0298163694363873,0.6669576738008187,0.785400448910092,1.014641724383521,-0.2855469343690396,0.2870942427629573
INSPIRE,0.35,history_MAR,weak,naive,reconstructed,oe,300,2.3362830624751685,0.2419272097760956,1.899913183430039,2.8608621559938454,1.7981835040786758,0.5380995583964927,0.5898176105038296,MIMIC,reconstructed,oe,300,0.997942432083494,0.0325825973911834,0.9289716935306448,1.059053515493634,1.014641724383521,-0.0166992923000269,0.0365643715097339
INSPIRE,0.35,history_MAR,weak,recalibration_intercept_slope_truth,full,oe,300,0.7889405227744103,0.0862113385144727,0.6245862027576817,0.9623249504034797,1.0,-0.2110594772255897,0.2279335937626748,MIMIC,full,oe,300,1.0067230136349452,0.0336725914686652,0.9481698793408824,1.0784603793203342,1.0,0.0067230136349452,0.0342821068561608
INSPIRE,0.35,history_MAR,weak,recalibration_intercept_truth,full,oe,300,0.7698038801694076,0.0822628815559336,0.6236889356732545,0.938978158153988,1.0,-0.2301961198305924,0.2444071971008076,MIMIC,full,oe,300,1.0176872910540782,0.033994297134034,0.9576353184346552,1.0910930711311266,1.0,0.0176872910540781,0.0382700987936608
INSPIRE,0.35,history_MAR,weak,reference_10pct_recalibration,full_heldout,oe,300,1.0769415208528943,0.3032109492665575,0.6345589826339353,1.8665950823860984,1.0,0.0769415208528943,0.3123306278936359,MIMIC,full_heldout,oe,300,1.0055165237658412,0.1249547824272149,0.7943325528660156,1.2672354809740276,1.0,0.0055165237658412,0.1248682666935583
INSPIRE,0.35,mixed_MNAR,strong,AIPW_design_probability,reconstructed,oe,300,1.5887937590996686,0.1231356599445851,1.3419463027728833,1.8372793197906647,1.7981835040786758,-0.2093897449790072,0.2428083910202902,MIMIC,reconstructed,oe,300,0.8005070100563636,0.0311579631662834,0.7419285280340102,0.8686660939839063,1.014641724383521,-0.2141347143271574,0.2163822046435795
INSPIRE,0.35,mixed_MNAR,strong,IPAW_design_probability_truncated99,reconstructed,oe,300,1.62112511842602,0.1390668628578683,1.348286429135992,1.900105423523841,1.7981835040786758,-0.1770583856526557,0.2249995532600823,MIMIC,reconstructed,oe,300,0.8102843896575507,0.028136861525778,0.7626253488826523,0.8686273184907557,1.014641724383521,-0.2043573347259704,0.2062788508053311
INSPIRE,0.35,mixed_MNAR,strong,IPAW_design_probability_untruncated,reconstructed,oe,300,1.590675635870264,0.1367946651247034,1.3233196212406817,1.8736561450829223,1.7981835040786758,-0.2075078682084117,0.2484148140515994,MIMIC,reconstructed,oe,300,0.801788772173768,0.0285582743966057,0.7509519396579716,0.86478732064042,1.014641724383521,-0.2128529522097531,0.2147538956979926
INSPIRE,0.35,mixed_MNAR,strong,naive,reconstructed,oe,300,3.1444787623076755,0.1764671088907665,2.816121311980571,3.4919115082744976,1.7981835040786758,1.3462952582289998,1.3577730888167905,MIMIC,reconstructed,oe,300,1.1730111890855317,0.0300360123456981,1.1171500508168684,1.2323006910088397,1.014641724383521,0.1583694647020104,0.1611832565151855
INSPIRE,0.35,mixed_MNAR,strong,recalibration_intercept_slope_truth,full,oe,300,0.4853677405292849,0.041283287561646,0.4162168378608121,0.5759756762107955,1.0,-0.5146322594707151,0.5162799543726814,MIMIC,full,oe,300,0.7707496084249347,0.0246316359400798,0.7231638436595204,0.817761781159012,1.0,-0.2292503915750653,0.2305654725555738
INSPIRE,0.35,mixed_MNAR,strong,recalibration_intercept_truth,full,oe,300,0.5464385208638801,0.0326178244499885,0.4867668122083879,0.612105375259463,1.0,-0.4535614791361199,0.4547289208086019,MIMIC,full,oe,300,0.856234469183463,0.023345651714651,0.8116098648925596,0.9016603764235008,1.0,-0.1437655308165369,0.1456424751692622
INSPIRE,0.35,mixed_MNAR,strong,reference_10pct_recalibration,full_heldout,oe,300,1.0633182680560105,0.3029858298345194,0.6341406978615513,1.770458225144435,1.0,0.0633182680560104,0.3090365913175819,MIMIC,full_heldout,oe,300,1.0149150184192528,0.1178583455179585,0.8339638810846828,1.2861010066845735,1.0,0.0149150184192528,0.1186033111566299
INSPIRE,0.35,mixed_MNAR,weak,AIPW_design_probability,reconstructed,oe,300,1.507064790658706,0.1649909554793203,1.2130964206079118,1.841877195823988,1.7981835040786758,-0.2911187134199697,0.3344867421019519,MIMIC,reconstructed,oe,300,0.7818369668847894,0.0289648956353027,0.7299163033747925,0.8375865670341712,1.014641724383521,-0.2328047574987316,0.2345937419084534
