prior,center,n,events,raw_expected_events,raw_oe,unpooled_intercept_at_common_slope,common_slope_for_unpooled_intercept,intercept_posterior_mean,intercept_posterior_median,intercept_credible_lower_95,intercept_credible_upper_95,expected_events_posterior_mean,expected_events_posterior_median,expected_events_credible_lower_95,expected_events_credible_upper_95,posterior_oe_posterior_mean,posterior_oe_posterior_median,posterior_oe_credible_lower_95,posterior_oe_credible_upper_95,posterior_predictive_events_lower_95,posterior_predictive_events_upper_95,slope_structure,center_numeric
primary,1,765,39,40.95174361953136,0.952340402458456,0.3129693318665784,1.1413393156169165,0.3037689104361672,0.3061254081549152,-0.4841316295356772,1.078782835495027,39.8808622682437,38.415190447386536,21.298276935880025,66.52861566046964,1.0684876773729308,1.0152233933119024,0.5862139452442593,1.8311340460126009,19.0,69.0,common_across_centres,1
primary,2,794,42,25.3400064624577,1.6574581408345257,0.996497676882354,1.1413393156169165,0.9328218064668128,0.9464573082919164,0.0182225835380477,1.753625007405692,40.81934081308235,40.14593142050105,20.37920780142568,64.38408461039727,1.1355618293814322,1.0461832249438054,0.6523351270349879,2.0609240861559366,18.0,67.0,common_across_centres,2
primary,3,985,56,37.63398087335794,1.4880169118554194,0.8513153073851825,1.1413393156169165,0.8012431572136998,0.8115598392347264,-0.064240404780944,1.5723414285856565,54.90240627145315,54.12494047290377,28.6960067058613,84.78385146109765,1.1070909119445174,1.0346431702573815,0.6605031407274494,1.9514910439746125,26.0,88.0,common_across_centres,3
primary,4,991,14,44.63922162851495,0.3136255402593531,-0.8333315552371574,1.1413393156169165,-0.7387024016010432,-0.7586077260152706,-1.6269631228918702,0.2399120784307374,16.62735434170304,14.919041100941865,7.498556566612226,34.74534374519532,0.9917977982089212,0.938398111917242,0.4029316908281611,1.867026000269609,5.0,36.0,common_across_centres,4
primary,5,175,1,6.309389052851548,0.1584939510978558,-1.5033671098909474,1.1413393156169165,-1.0883402917847305,-1.056800051685423,-3.028715889911868,0.655974067454968,2.125434859366186,1.5372951613909511,0.2293573668677531,7.172252013526727,1.127067566330352,0.6504931682279373,0.1394262219416446,4.360008199227348,0.0,8.0,common_across_centres,5
