target,nuisance_model,weight_truncation,variable,level,type,full_candidate_value,observed_unweighted_value,observed_ipw_value,smd_before_vs_full,smd_after_vs_full,max_abs
two_slot,logistic,upper_99,Age,,continuous,62.128241065171686,62.785817655571634,61.9817538643766,0.0557290878959319,-0.012414672614445,0.0557290878959319
two_slot,logistic,upper_99,PreopHb,,continuous,127.69532739987284,126.46574667323804,127.62103975412153,-0.0661235888881129,-0.0039949924724099,0.0661235888881129
two_slot,logistic,upper_99,PreopAlb,,continuous,39.80820824017886,39.33170014698677,39.773384943757854,-0.1092204144146333,-0.0079818473615144,0.1092204144146333
two_slot,logistic,upper_99,gradient_boosting_probability,,continuous,0.0377394957224379,0.0410906075906864,0.0378171396835601,0.1281780522873662,0.0029698357141736,0.1281780522873662
two_slot,logistic,upper_99,PreopCr,,continuous,76.07496016247461,80.23589966232512,75.7984194173021,0.1322303928086992,-0.0087881814583185,0.1322303928086992
two_slot,logistic,upper_99,ridge_probability,,continuous,0.0404998919744814,0.0438400654118632,0.0417711419468224,0.1344544380638586,0.0511725525258321,0.1344544380638586
two_slot,logistic,upper_99,restricted_rf_probability,,continuous,0.0406342873109084,0.044877542682764,0.0418545200965148,0.1800787328389522,0.0517852343410675,0.1800787328389522
two_slot,logistic,upper_99,n_preop_creatinine_7d,,continuous,0.7684328567423605,0.9310178485287024,0.8778793331125456,0.1894137780117636,0.1275066680606954,0.1894137780117636
