database,feature_set,model,n,events,roc_auc,roc_auc_ci_lower,roc_auc_ci_upper,brier,brier_ci_lower,brier_ci_upper,oe_ratio,oe_ratio_ci_lower,oe_ratio_ci_upper,calibration_slope,calibration_slope_ci_lower,calibration_slope_ci_upper
source_3710,PI,ridge,3710,152,0.7005654418508329,0.6549529784621757,0.746804504674418,0.0378822506942005,0.0369059189593282,0.0387098825436584,1.020737860205095,0.9912543553270414,1.0512103286617256,0.8811070917029282,0.6752817011990991,1.116852082317659
source_3710,PI,restricted_rf,3710,152,0.7154300168634065,0.6683987483728292,0.7595832038992929,0.0368997035363428,0.0360347868205691,0.0378341217765181,0.9814408144929792,0.953155327802588,1.010244318773008,1.0868123476202416,0.8861060404290034,1.287193197254397
source_3710,PI,gradient_boosting,3710,152,0.708888050649389,0.6637461724505193,0.7530470622170942,0.0369237874319128,0.0358387826276047,0.037967807515078,1.021125663923463,0.988853534691046,1.0545915793931022,1.0629478514754065,0.8743005283112306,1.244471805474176
source_3710,H,restricted_rf,3710,152,0.7235557010147629,0.676308832394012,0.7676530927339428,0.0369119216768393,0.0359844165611695,0.0377738179667651,0.9968967980758496,0.9689783225601942,1.0275773774165975,1.1235643329259062,0.9227790637405224,1.3105799069921478
