dataset,n,events,event_rate,mean_prediction,oe_ratio,roc_auc,average_precision,brier,calibration_intercept,calibration_slope,event_rate_ci_lower,event_rate_ci_upper,oe_ratio_ci_lower,oe_ratio_ci_upper,roc_auc_ci_lower,roc_auc_ci_upper,average_precision_ci_lower,average_precision_ci_upper,brier_ci_lower,brier_ci_upper,calibration_intercept_ci_lower,calibration_intercept_ci_upper,calibration_slope_ci_lower,calibration_slope_ci_upper
VitalDB development (5-fold out-of-fold),1078,120,0.11131725417439703,0.11158819459493047,0.9975719616083317,0.6283402922755742,0.18299376521325866,0.09687365747198673,-0.3906505722924402,0.8048057515229603,0.09369202226345083,0.12987012987012986,0.8369149194956159,1.1616244904754944,0.5718811199884752,0.6818901620061308,0.1446285483714559,0.24919897465546256,0.08373347394187398,0.1106765638960547,-1.1355627409795455,0.3487660830451387,0.4478660475326631,1.177965392998275
Five-centre expert-KDIGO external cohort,3710,152,0.04097035040431267,0.11371881827090959,0.36027766580118686,0.583349974852815,0.05592689159226882,0.046910516788993176,-2.1069554729012276,0.49870788937632526,0.03423180592991914,0.04716981132075472,0.3011075207036574,0.41378743946449276,0.5344009181746252,0.6330983412461257,0.044764426659187936,0.07274306751329854,0.041739748377796766,0.05150561898060289,-2.703323053527567,-1.5452571716423236,0.22394188646922528,0.7643146868294157
