database,retention_target,mechanism,strength,method,evaluation_target,metric,n_replicates,mean,sd,q025,q975,truth,bias,rmse
MIMIC,0.75,history_MAR,strong,reference_10pct_recalibration,full_heldout,calibration_slope,300,1.0833505672565191,0.3480525787662537,0.6187285675405816,2.0206681033274965,1.0,0.0833505672565191,0.3573291377090175
MIMIC,0.75,history_MAR,strong,reference_20pct_recalibration,full_heldout,oe,300,1.0048746542584948,0.0877532643548456,0.8513574640139366,1.1770885659463748,1.0,0.0048746542584947,0.0877424006646055
MIMIC,0.75,history_MAR,strong,reference_20pct_recalibration,full_heldout,calibration_intercept,300,0.0498628640008159,0.327982172011704,-0.4044079666652196,0.8999614633893231,0.0,0.0498628640008159,0.3312099575999396
MIMIC,0.75,history_MAR,strong,reference_20pct_recalibration,full_heldout,calibration_slope,300,1.0393781116615584,0.2507289774917848,0.6953053349077761,1.6598071581361231,1.0,0.0393781116615583,0.2533892376659393
MIMIC,0.75,history_MAR,strong,reference_30pct_recalibration,full_heldout,oe,300,1.0030206911316164,0.0751109650443698,0.8625173805541047,1.164836234451899,1.0,0.0030206911316164,0.0750464930642521
MIMIC,0.75,history_MAR,strong,reference_30pct_recalibration,full_heldout,calibration_intercept,300,0.0303938470307891,0.276570655090861,-0.3977874068707806,0.6572794134676012,0.0,0.0303938470307891,0.2777771446751174
MIMIC,0.75,history_MAR,strong,reference_30pct_recalibration,full_heldout,calibration_slope,300,1.0245069445390715,0.2145201160117529,0.7027632112248333,1.549161516835587,1.0,0.0245069445390715,0.2155599086961474
MIMIC,0.75,history_MAR,weak,reference_05pct_recalibration,full_heldout,oe,300,1.0070805358259114,0.1479207478161776,0.7672383609171719,1.3354001355831722,1.0,0.0070805358259113,0.1478436554719125
MIMIC,0.75,history_MAR,weak,reference_05pct_recalibration,full_heldout,calibration_intercept,300,0.2287798743708389,1.2528572686543709,-0.6143818838478823,1.742642905117374,0.0,0.2287798743708389,1.271518539156427
MIMIC,0.75,history_MAR,weak,reference_05pct_recalibration,full_heldout,calibration_slope,300,1.1990052123132986,1.0547868080821876,0.5588146567554795,2.591544879683108,1.0,0.1990052123132986,1.0716667863646128
MIMIC,0.75,history_MAR,weak,reference_10pct_recalibration,full_heldout,oe,300,1.0062485380404842,0.1103558168760958,0.8105260278138117,1.2232818948490458,1.0,0.0062485380404841,0.1103487918298419
MIMIC,0.75,history_MAR,weak,reference_10pct_recalibration,full_heldout,calibration_intercept,300,0.0861609606109432,0.4917049695921792,-0.517271013571512,1.101051192542852,0.0,0.0861609606109432,0.498388980280103
MIMIC,0.75,history_MAR,weak,reference_10pct_recalibration,full_heldout,calibration_slope,300,1.0708167815254523,0.3997901924922747,0.5850092558503868,1.993029625066028,1.0,0.0708167815254523,0.4053571765310897
MIMIC,0.75,history_MAR,weak,reference_20pct_recalibration,full_heldout,oe,300,1.002918158739347,0.0800210805111098,0.8732671011047596,1.1766542456327806,1.0,0.0029181587393469,0.079940880648387
MIMIC,0.75,history_MAR,weak,reference_20pct_recalibration,full_heldout,calibration_intercept,300,0.0358568789493604,0.3075929345096015,-0.3872797922168127,0.7052454768907721,0.0,0.0358568789493604,0.3091662191826316
MIMIC,0.75,history_MAR,weak,reference_20pct_recalibration,full_heldout,calibration_slope,300,1.028873090903622,0.2354473099418642,0.6849304059929466,1.4909197447016107,1.0,0.0288730909036218,0.2368212540109654
MIMIC,0.75,history_MAR,weak,reference_30pct_recalibration,full_heldout,oe,300,1.0000666059173509,0.070114184483811,0.8785021428557829,1.137140185559047,1.0,6.66059173508593e-05,0.0699972616556677
MIMIC,0.75,history_MAR,weak,reference_30pct_recalibration,full_heldout,calibration_intercept,300,0.0179915478321685,0.2809298421945706,-0.3770785693652532,0.6581842614404151,0.0,0.0179915478321685,0.281037720080559
MIMIC,0.75,history_MAR,weak,reference_30pct_recalibration,full_heldout,calibration_slope,300,1.016767361971777,0.2205446136080202,0.7002361785944379,1.5266435309596365,1.0,0.0167673619717769,0.2208142611571207
MIMIC,0.75,mixed_MNAR,strong,reference_05pct_recalibration,full_heldout,oe,300,1.025173999600823,0.1566575045345333,0.7571870080129466,1.3660420560510975,1.0,0.0251739996008228,0.1584092760451008
MIMIC,0.75,mixed_MNAR,strong,reference_05pct_recalibration,full_heldout,calibration_intercept,300,0.3547152308517847,2.7399905284956896,-0.6939502776440969,3.2049017679436878,0.0,0.3547152308517847,2.7583230106214
MIMIC,0.75,mixed_MNAR,strong,reference_05pct_recalibration,full_heldout,calibration_slope,300,1.2522233222670165,1.9695759057063744,0.4990567836095753,3.162761424797712,1.0,0.2522233222670165,1.9824013439446029
MIMIC,0.75,mixed_MNAR,strong,reference_10pct_recalibration,full_heldout,oe,300,1.00482603066222,0.1127412479939102,0.8103235680134979,1.2561643966398452,1.0,0.00482603066222,0.1126566062917734
MIMIC,0.75,mixed_MNAR,strong,reference_10pct_recalibration,full_heldout,calibration_intercept,300,0.1209710054321771,0.5802404742657775,-0.5265591662106129,1.5481099872516917,0.0,0.1209710054321771,0.5917691515882909
MIMIC,0.75,mixed_MNAR,strong,reference_10pct_recalibration,full_heldout,calibration_slope,300,1.1003500931340229,0.4539480962168552,0.5877061843109025,2.3730945394065306,1.0,0.1003500931340226,0.4641682011987155
MIMIC,0.75,mixed_MNAR,strong,reference_20pct_recalibration,full_heldout,oe,300,0.9999962284503344,0.0826497933350618,0.8509771275860494,1.174052617256764,1.0,-3.771549665576579e-06,0.0825119287826024
MIMIC,0.75,mixed_MNAR,strong,reference_20pct_recalibration,full_heldout,calibration_intercept,300,0.0546302805431275,0.2991493889318786,-0.3834901487837865,0.7349827105668433,0.0,0.0546302805431275,0.3036058682912373
MIMIC,0.75,mixed_MNAR,strong,reference_20pct_recalibration,full_heldout,calibration_slope,300,1.0501852540422147,0.2342647344949235,0.7027720732712841,1.6025457575562312,1.0,0.0501852540422147,0.2391978100481525
MIMIC,0.75,mixed_MNAR,strong,reference_30pct_recalibration,full_heldout,oe,300,1.0007809884466323,0.074382872979844,0.8639160922797513,1.1592194938594855,1.0,0.0007809884466323,0.0742629048025566
MIMIC,0.75,mixed_MNAR,strong,reference_30pct_recalibration,full_heldout,calibration_intercept,300,0.0440511944754155,0.2777407012149161,-0.3520676427601173,0.6385886263984247,0.0,0.0440511944754155,0.2807548251690307
MIMIC,0.75,mixed_MNAR,strong,reference_30pct_recalibration,full_heldout,calibration_slope,300,1.0400250627975536,0.222035594541228,0.7209173060224083,1.582536871463191,1.0,0.0400250627975535,0.2252498128991019
MIMIC,0.75,mixed_MNAR,weak,reference_05pct_recalibration,full_heldout,oe,300,1.0229669155833478,0.1553740280196643,0.7823758864450302,1.4211137426292009,1.0,0.0229669155833478,0.1568059230360613
MIMIC,0.75,mixed_MNAR,weak,reference_05pct_recalibration,full_heldout,calibration_intercept,300,0.3201639205902263,3.030046023829287,-0.5711424519469342,2.807764531055136,0.0,0.3201639205902263,3.041887557567334
MIMIC,0.75,mixed_MNAR,weak,reference_05pct_recalibration,full_heldout,calibration_slope,300,1.2831442211891864,3.261465229799283,0.5413902500213124,3.317410986009701,1.0,0.2831442211891863,3.2683128538077906
MIMIC,0.75,mixed_MNAR,weak,reference_10pct_recalibration,full_heldout,oe,300,1.0122568778689145,0.114909896578638,0.8246773739407063,1.3047378426035554,1.0,0.0122568778689144,0.1153711450307271
MIMIC,0.75,mixed_MNAR,weak,reference_10pct_recalibration,full_heldout,calibration_intercept,300,0.0983428879770524,0.5168865458014584,-0.475560947762238,1.503560397461346,0.0,0.0983428879770524,0.5253117669620537
MIMIC,0.75,mixed_MNAR,weak,reference_10pct_recalibration,full_heldout,calibration_slope,300,1.0717231092800714,0.402207043027001,0.628993900127862,2.232286170468503,1.0,0.0717231092800714,0.4078914988659646
MIMIC,0.75,mixed_MNAR,weak,reference_20pct_recalibration,full_heldout,oe,300,1.0071046402630357,0.0837548071267274,0.860387471906304,1.1959029245806254,1.0,0.0071046402630354,0.0839163913530188
MIMIC,0.75,mixed_MNAR,weak,reference_20pct_recalibration,full_heldout,calibration_intercept,300,0.0397434704119762,0.2933836129990884,-0.3880262839407503,0.771703793370676,0.0,0.0397434704119762,0.2955783731413128
MIMIC,0.75,mixed_MNAR,weak,reference_20pct_recalibration,full_heldout,calibration_slope,300,1.0290543844033524,0.2284383914825545,0.6989107716240116,1.522109437535903,1.0,0.0290543844033523,0.2299006501959433
MIMIC,0.75,mixed_MNAR,weak,reference_30pct_recalibration,full_heldout,oe,300,1.0011445499247005,0.0724402635104802,0.86997724207546,1.144231886431091,1.0,0.0011445499247004,0.0723284853941127
MIMIC,0.75,mixed_MNAR,weak,reference_30pct_recalibration,full_heldout,calibration_intercept,300,0.0342732325498736,0.25371341217659,-0.3826596702109941,0.5619896281007082,0.0,0.0342732325498736,0.2555984774393455
MIMIC,0.75,mixed_MNAR,weak,reference_30pct_recalibration,full_heldout,calibration_slope,300,1.030720936792927,0.2002068830863421,0.7104279426327762,1.4547253168387129,1.0,0.0307209367929273,0.2022200847405275
