analysis_population,n,events,event_rate,sex_male,sex_female,sex_missing_or_unresolved,model,predictions,roc_auc,roc_auc_bootstrap_q025,roc_auc_bootstrap_q975,brier,brier_bootstrap_q025,brier_bootstrap_q975,oe_ratio,oe_ratio_bootstrap_q025,oe_ratio_bootstrap_q975,calibration_slope,calibration_slope_bootstrap_q025,calibration_slope_bootstrap_q975
locked_3710,3710,152,0.04097035040431267,2267,1443,0,perioperative_restricted_rf,locked_leave_one_centre_out,0.7154300168634065,0.6647942240309485,0.7605526429329493,0.03689970353634281,0.03193292591750671,0.04233012721293246,0.9814408144929792,0.8436146377524048,1.1307314835073594,1.086248507529385,0.8826474933664348,1.2903098339703993
screened_4014_sensitivity,4014,155,0.03861484803188839,2267,1452,295,perioperative_restricted_rf,locked_leave_one_centre_out,0.7034414732213761,0.6503481024426409,0.7500792530048654,0.034934131337412744,0.030084218832846395,0.03970230111326294,0.9667824478822813,0.8293913204112884,1.0947169568415074,1.0679265586690947,0.8505059417244596,1.2765220486604996
