database,retention_target,mechanism,strength,method,evaluation_target,metric,n_replicates,mean,sd,q025,q975,truth,bias,rmse
INSPIRE,0.35,MCAR,strong,naive,reconstructed,event_rate,300,0.0936041525754241,0.0108863930438122,0.0744565217391304,0.1155715811965811,0.0823389021479713,0.0112652504274527,0.0156532544705323
INSPIRE,0.35,history_MAR,strong,naive,reconstructed,event_rate,300,0.1385551601822825,0.013044369263362,0.1140565161072312,0.1626357723577235,0.0823389021479713,0.0562162580343111,0.0577049049182788
INSPIRE,0.35,mixed_MNAR,strong,naive,reconstructed,event_rate,300,0.212901769050805,0.0119079628896717,0.1900062661947262,0.2367980744210251,0.0823389021479713,0.1305628669028337,0.1311029714720516
INSPIRE,0.35,outcome_MNAR,strong,naive,reconstructed,event_rate,300,0.3312338545254228,0.0139613701355012,0.3045559084437629,0.3616166049540346,0.0823389021479713,0.2488949523774515,0.24928491218319
INSPIRE,0.35,risk_MAR,strong,naive,reconstructed,event_rate,300,0.1513779308063226,0.0096210378408372,0.1344531358121511,0.1718596472811252,0.0823389021479713,0.0690390286583512,0.069703969035675
INSPIRE,0.35,stratum_MAR,strong,naive,reconstructed,event_rate,300,0.1478180579590729,0.0101536686821738,0.1280761422857834,0.1699185176057421,0.0823389021479713,0.0654791558111015,0.0662591365535062
INSPIRE,0.55,MCAR,strong,naive,reconstructed,event_rate,300,0.0896955131481339,0.0065663025342263,0.0767635419952398,0.1027141715850396,0.0823389021479713,0.0073566110001625,0.0098535441990245
INSPIRE,0.55,history_MAR,strong,naive,reconstructed,event_rate,300,0.1077949137017418,0.0064580607702194,0.0949876408938105,0.1204907333599043,0.0823389021479713,0.0254560115537705,0.0262597801077586
INSPIRE,0.55,mixed_MNAR,strong,naive,reconstructed,event_rate,300,0.1471057115482291,0.0060985793938358,0.134788838612368,0.1596569327431101,0.0823389021479713,0.0647668094002577,0.0650523504182861
INSPIRE,0.55,outcome_MNAR,strong,naive,reconstructed,event_rate,300,0.1752103612707931,0.0046423651190011,0.1666666666666666,0.1840351483199666,0.0823389021479713,0.0928714591228217,0.092987029391131
INSPIRE,0.55,risk_MAR,strong,naive,reconstructed,event_rate,300,0.1258469939514495,0.0060260902467576,0.11337798658838,0.1371497320614168,0.0823389021479713,0.0435080918034781,0.0439220533463894
INSPIRE,0.55,stratum_MAR,strong,naive,reconstructed,event_rate,300,0.1223803892651277,0.0056750435268416,0.1109569575471697,0.1345298330060873,0.0823389021479713,0.0400414871171563,0.0404403196804234
INSPIRE,0.75,MCAR,strong,naive,reconstructed,event_rate,300,0.0848614572641679,0.0037057570217053,0.0777807790905953,0.0926847853478287,0.0823389021479713,0.0025225551161966,0.0044777387114281
INSPIRE,0.75,history_MAR,strong,naive,reconstructed,event_rate,300,0.0919443170831907,0.0036894821915569,0.0849023107320907,0.0990818080920478,0.0823389021479713,0.0096054149352193,0.0102874146731209
INSPIRE,0.75,mixed_MNAR,strong,naive,reconstructed,event_rate,300,0.1108766723495436,0.0027138411960318,0.1053929156802039,0.1158854562927962,0.0823389021479713,0.0285377702015723,0.0286660899380244
INSPIRE,0.75,outcome_MNAR,strong,naive,reconstructed,event_rate,300,0.1157291401465629,0.0021982271804175,0.111987697459416,0.1199850251630186,0.0823389021479713,0.0333902379985916,0.0334622785983988
INSPIRE,0.75,risk_MAR,strong,naive,reconstructed,event_rate,300,0.1050412842518337,0.003159975861708,0.0991771257115784,0.1102978613577972,0.0823389021479713,0.0227023821038623,0.0229205217176993
INSPIRE,0.75,stratum_MAR,strong,naive,reconstructed,event_rate,300,0.1026704201840576,0.0031601277579134,0.0964156374903198,0.1088681739693502,0.0823389021479713,0.0203315180360862,0.0205748328079042
